CLIENT NAME,LOBBYIST LAST NAME,LOBBYIST FIRST NAME,LOBBYIST ADDRESS,LOBBYIST CITY,LOBBYIST STATE,LOBBYIST ZIP
St. Anthony Hospital,Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
Starbucks Corp.,Carrell ,Mitchell,"311 S. Wacker Dr., Ste. 3000",Chicago,Il,60606
Starbucks Corp.,Carrell ,Mitchell,"311 S. Wacker Dr., Ste. 3000",Chicago,IL,60606
Star Traq USA,Zoufal,Donald,3015 W Jarvis,Chicago,IL,60645
State Bank of Countryside,Moore,Thomas,111 W Washington,Chicago,IL,60602
State Farm Life Insurance Co.,Cassel,Danielle,"222 N. LaSalle St., #2600",Chicago,IL,60601
Stateway Associates LLC,Duncan,Kathleen,20 S. Clark St,Chicago,IL,60603
Stavros Protofanousis,Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
St. Boniface Senior Living Foundation,Gertz,Craig,227 W Monroe St,Chicago,IL,60601
St. Boniface Senior Living Foundation,O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
St. Boniface Senior Living LLC,Gertz,Craig,227 W Monroe St,Chicago,IL,60601
St. Boniface Senior Living LLC,O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
Steans Family Foundation,Asaro,Lenny,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
Steans Family Foundation,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
Steans Family Foundation,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Steans Family Foundation,Asaro,Lenny,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Steans Family Foundation,Asaro,Lenny,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Steans Family Foundation,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Steans Foundation c%2fo LL Consulting,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
St. Edmunds Redevelopment Corporation,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St. Edmunds Redevelopment Corporation,Friedland,Steven,"626 W. Jackson Blvd., Ste. 400",Chicago,IL,60661
"Steinbeigle, Edward",Moore,Thomas,111 W Washington,Chicago,IL,60602
Sterling Bay Companies,Laube,Michael,200 S. Wacker Dr.  Ste. 3100,Chicago,IL,60606
Sterling Bay Companies,Stubblefield,Carol,120 N LaSalle St.,Chicago,IL,60602
Sterling Bay Companies,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Sterling Bay Companies,DiGrino,Mariah,203 N. LaSalle Street,Chicago,IL,60601
Sterling Bay Companies,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sterling Bay Companies,George,John,130 E Randolph St,Chicago,IL,60601
Sterling Bay Companies,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
Sterling Bay Companies,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sterling Bay Companies,George,John,180 N Stetson,Chicago,IL,60601
Sterling Bay Companies,Novak,Theodore,203 N. LaSalle Street,Chicago,IL,60601
Sterling Bay Companies,Duncan,Kathleen,130 E Randolph St,Chicago,IL,60601
Sterling Bay Companies,Novak,Theodore,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Sterling Bay Companies,Shadle,Paul,203 N. LaSalle Street,Chicago,IL,60601
Sterling Bay Companies,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
Sterling Bay Companies,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sterling Bay Companies,Shadle,Paul,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Steven Molo,Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
Steve's Equipment Service,Lagerholm,Dale,1400 Powis Rd,West Chicago,IL,60185
"Steve''s Equipment Service, Inc.",Lagerholm,Dale,1400 Powis Rd,West Chicago,IL,60185
"Steve's Equipment Service, Inc",Lagerholm,Dale,1400 Powis Rd,West Chicago,IL,60185
St Luke Church of God in Christ,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St Luke Church of God in Christ,Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St Luke Church of God in Christ,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St. Luke Church of God in Christ,Lacy,Leah ,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St. Luke Church of God in Chrits,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St. Luke Church of God in Chrits,Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
St. Luke Church of God in Chrits,Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Stonewater One North State Funding LLC,Saef,Scott,One S. Dearborn St.,Chicago,IL,60603
Stonewater One North State Funding LLC,O'Keefe,Bridget,227 W. Monroe St.,Chicago,IL,60606
Stonewater One North State Funding LLC,O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
Stony Group LLC,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Stony Group LLC,Cramer,John,53 West Jackson Blvd,Chicago,IL,60604
"Stranded Beauty and Barber, LLC",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Strategic Hotel Capital, Inc.",Guthman,Jack ,111 East Wacker Dr.,Chicago,IL,60601
"Strategic Hotel Capital, Inc.",Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
"Strilky, Rick",Moore,Thomas,111 W Washington,Chicago,IL,60602
"STRS L3 ACQ3, LLC",Klawiter,Richard,203 N. LaSalle Street,Chicago,IL,60601
"STRS L3 ACQ3, LLC",Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"STRS L3 ACQ3, LLC",Jahnke-Dale,Katherine,203 N. LaSalle Street,Chicago,IL,60601
"STRS L3 ACQ5, LLC",George,Mary,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"STRS L3 ACQ5, LLC",Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Studio Gang Architects,O'Keefe,Bridget,227 W. Monroe St.,Chicago,IL,60606
Studio Gang Architects,Cramer,John,53 West Jackson Blvd,Chicago,IL,60604
Studio Gang Architects,Ramsey,Emily,53 W Jackson Blvd,Chicago,IL,60604
Studio Gang Architects,O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
"STV, Incorporated",Riley,Thomas,2100 Lincoln Park West  Unit 10FN,Chicago,IL,60614
"STV, Incorporated",Riley,Thomas,2100 Lincoln Park West ,Chicago,IL,60614
"Sullivan, Sarah",Silver,Warren,1700 W. Irving Park Rd.,Chicago,IL,60613
Sumitomo Corp. of America,Ninomiya,Hideyaki,"6133 North River Road, Ste. 700",Rosemont,IL,60018
Summit Design + Builder LLC,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Sun Financial,Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sun Financial,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sun Financial,Borstein,Scott,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Sun Financial,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Sunrise Detox,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sunrise Detox,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
"Superdawg Drive-In, Inc",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
"Superdawg Drive-In, Inc.",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
"Superdawg Drive-In, Inc.",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Superior Air-Ground Ambulance Service, Inc",Daly,Brian,"120 W Madison St., Ste. 1406",Chicago,IL,60602
"Superior Air-Ground Ambulance Service, Inc",Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,Zaio,Constance,150 Pierce Rd,Itasca,IL,60143
Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,Hene,David,"150 Pierce Park Rd., Ste. 200",Itasca,IL,60143
Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,Alba,Miguel,"150 Pierce Rd., Ste. 200",Itasca,IL,60143
Supervalu d/b/a Jewel-Osco and Save-a-Lot,Hene,David,"150 Pierce Park Rd., Ste. 200",Itasca,IL,60143
Supervalu d/b/a Jewel-Osco and Save-a-Lot,Zaio,Constance,150 Pierce Park,Itasca,IL,60143
Surface Solutions Group,Mauro,Anita,55 East Monroe St,Chicago,IL,60603
Surface Solutions Group,Parrino ,Jack,"55 E. Monroe St., 37th Flr",Chicago,IL,60603
Sustainable Communities Development Company LLC,Finch,G. A.,122 South Michigan Avenue,Chicago,IL,60603
Sutherland Group,Cassel,Peter,5240 S Hyde Park Boulevard,Chicago,IL,60615
Sutherland LLC,Cassel,Peter,5240 S Hyde Park,Chicago,IL,60615
Sutherland LLC,Cassel,Danielle,"222 N. LaSalle St., #2600",Chicago,IL,60601
"Sutherland, Mark",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Swan Property Development, Inc",Moore,Thomas,111 W Washington,Chicago,IL,60602
Swedish American Museum Association of Chicago,Moore,Thomas,111 W Washington,Chicago,IL,60602
Swedish Covenant Hospital,Kunze,Robert ,3733 N. Kenmore Ave,Chicago,IL,60613
Swedish Covenant Hospital,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
"Sydell Freehand Chicago, LLC",Ramsey,Emily,53 W Jackson Blvd,Chicago,IL,60604
Sydell Freeland Chicago LLC,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Sylvia Wellness Institute,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Sylvia Wellness Institute,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
Symantec Corp,Sheehan,Sarah,500 N. Dearborn St.,Chicago,IL,60654
Symantec Corp,Brunsvold,Theodore,500 N. Dearborn,Chicago,IL,60654
Symmetry Property Development ,George,John,180 N Stetson,Chicago,IL,60601
Symmetry Property Development ,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
Synch-Solutions,Sterling,John,"211 W. Wacker Dr., Ste 300",Chicago,IL,60606
System Development Integration LLC,Smith,William,111 W Washington ,Chicago,IL,60602
Talan & Ktsanes,Talan,Robert,223 W Jackson Blvd.  Ste. 512,Chicago,IL,60606
TALAN&KTSANES,Talan,Robert,223 W Jackson Blvd.  Ste. 512,Chicago,IL,60606
"Tamvakis, George",George,John,130 E Randolph St,Chicago,IL,60601
"Tamvakis, George",George,John,180 N Stetson,Chicago,IL,60601
Target Corporation,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Target Corporation,Jones,Laurie,1000 Nicollet Mall,Minneapolis,MN,55403
Target Corporation,Cassel,Danielle,"222 N. LaSalle St., #2600",Chicago,IL,60601
Target Corporation,Lasoff,Terri,"1000 Nicollet Mall, TPN-12H",Minneapolis,MN,55403
Target Corporation,Mahoney,Thomas,Target Corporation,Minneapolis,MN,55403
Target Corporation,Hite,Perri,1000 Nicollet Mall,Minneapolis,MN,55403
Target Corporation,Hayden,Kimberly,1000 Nicollet Mall,Minneapolis,MN,55403
Target Corporation,McGuire,Katriina,55 E. Monroe,Chicago,IL,60603
Target Corporation,Ehlert,Timothy,1000 Nicollet Mall,Minneapolis,MN,55403
Target Corporation,Wolfberg,Kevin,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"Taris Real Estate, LLC ",McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"Taris Real Estate, LLC ",McGuire,Katriina,55 E. Monroe,Chicago,IL,60603
"Tartan Realty Group, Inc.",Polsky,Samuel,205 N. Michigan Avenue,Chicago,IL,60601
"Tartan Realty Group, Inc.",Polsky,Samuel,"205 N. Michigan Avenue, 41st Fl",Chicago,IL,60601
"Tartan Realty Group, Inc.",Faktor,Deborah,"205 N. Michigan Avenue, 41st Fl",Chicago,IL,60601
TASC,Griffin,William,"222 Merchandise Mart Plaza, Ste. 275",Chicago,Il,60654
Taser International,Hillard,Terry,30 S. Wacker Dr.,Chicago,IL,60606
Taser International,Hillard,Terry,30 S. Wacker Dr. #1730,Chicago,IL,60606
"Tatosian, Oscar",George,John,130 E Randolph St,Chicago,IL,60601
Tawani Enterprises Inc,Scott,Andrew,"10 S. Waker Dr., Ste. 2300",Chicago,IL,60606
Tawani Enterprises Inc,Parthe,Marty,"104 S Michigan Ave., Ste. 500",Chicago,IL,60603
Tawani Enterprises Inc,Scott,Andrew,"10 S. Wacker Dr., Ste. 2300",Chicago,IL,60606
Tawani Enterprises Inc,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Tawani Enterprises Inc,McGowan,Sean,"104 S Michigan Ave., Ste. 500",Chicago,IL,60603
Taxi Affiliation Services,Doherty,Jay,"210 E. Pearson St., #9B",Chicago,IL,60611
Taxi Affiliation Services LLC,Shakman,Michael,"180 N LaSalle St., Ste. 3600",Chicago,IL,60601
Taxi Affiliation Services LLC,Feldman,Edward,"180 N LaSalle St., Ste. 3600",Chicago,IL,60601
TCA Holdings LLC,George,John,130 E Randolph St,Chicago,IL,60601
TCA Holdings LLC,Duncan,Kathleen,130 E Randolph St,Chicago,IL,60601
TCA Properties,Friedman,Stephen,"221 N LaSalle St., Ste. 820",Chicago,IL,60601
TCA Properties,Walton,Jewell ,"221 N LaSalle St., Ste. 820",Chicago,IL,60601
TD Douros McD LLC,Scott,Andrew,"10 S. Wacker Dr., Ste. 2300",Chicago,IL,60606
"Teachscape, Inc",Kimsey,Anna,412 First St. SE  #100,Washington,DC,20003
Teamsters Joint Council 25,Coli,John,"1300 W. Higgins Rd., Ste. 220",Park Ridge,IL,60068
Teamsters Joint Council 25,Cortese,Frank,70 W. Madison,Chicago,IL,60602
Teamsters Joint Council 25,Cortese,Frank,70 W Madison,Chicago,IL,60602
Teamsters Joint Council 25,Crabtree,Jeffrey ,1300 W. Higgins Road,Park Ridge,IL,60068
Teamsters Joint Council 25,Ciaccio,Michael,1300 W. Higgins Road,Park Ridge,IL,60068
Teamsters Joint Council 25,Rainville,Brian,"1300 W. Higgins Rd., Ste. 220",Park Ridge,IL,60068
Teamsters Joint Council 25,Crabtree,Jeffrey ,"1300 W. Higgins Rd., Ste. 220",Park Ridge,IL,60068
Teamsters Joint Council 25,Rainville,Brian,1300 W. Higgins Road,Park Ridge,IL,60068
Teamsters Joint Council 25,Ciaccio,Michael,"1300 W. Higgins Rd., Ste. 220",Park Ridge,Il,60068
Teamsters Joint Council #25,Cortese,Frank,70 W. Madison,Chicago,IL,60602
Ted Wynn,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Ted Wynn,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Ted Wynn,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
TELVENT,Teele   ,Terry,212 W. Washington St  #1904,Chicago,IL,60606
Temco Machinery Inc,Mikoola,Michael,1401 N Farnsworth Ave,Aurora,IL,60505
Temco Machinery Inc,Norwood,Michael,1401 N Farnsworth Ave,Chicago,IL,60505
Temco Machinery Inc,Connolly,James,1401 N Farnsworth Ave,Aurora,IL,60505
"Temco Machinery, Inc.",Connolly,James,1401 N Farnsworth Ave,Aurora,IL,60505
"Temco Machinery, Inc.",Norwood,Michael,1401 N Farnsworth Ave,Chicago,IL,60505
"Temco Machinery, Inc.",Mikoola,Michael,1401 N Farnsworth Ave,Aurora,IL,60505
"Terraco, Inc",Stubblefield,Carol,120 N LaSalle St.,Chicago,IL,60602
Terra Foundation,DiGrino,Mariah,203 N. LaSalle Street,Chicago,IL,60601
Test Case,Rachepalli,Sudhakar,city of chicago,chicago,IL,60615
TGC Development,Fritchey,John,758 N. Larrabee St,Chicago,IL,60654
"The Adams Group, Inc.",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"Theatrical Stage Employees Union, Local 2",Cortese,Frank,70 W. Madison,Chicago,IL,60602
"Theatrical Stage Employees Union, Local 2",Cortese,Frank,70 W Madison,Chicago,IL,60602
"The Bluewater Group, Inc.",Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
"The Bluewater Group, Inc.",Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
"The Bluewater Group, Inc.",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
The Children's Place,Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
The Children's Place,Bernardini,Charles,70 West Madison  Ste. 3500,Chicago,IL,60602
The Children's Place,Pusateri,Lawrence,140 South Dearborn Street,Chicago,IL,60603
The Childrens Place Association,Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
The Childrens Place Association,Markiewicz,Kerissa,39 S LaSalle,Chicago,IL,60603
"The Community Builders, Inc.",Laube,Michael,200 S. Wacker Dr.  Ste. 3100,Chicago,IL,60606
"The Community Builders, Inc.",Friedland,Steven,"626 W. Jackson Blvd., Ste. 400",Chicago,IL,60661
"The Comunity Builders, Inc.",Friedland,Steven,"626 W. Jackson Blvd., Ste. 400",Chicago,IL,60661
The Conecta Group,Palo,Jeffery,212 W. Washington St,Chicago,IL,60606
The Conecta Group,Teele,Terry,212 W. Washington St,Chicago,IL,60606
The Drapac Group,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
The Drapac Group,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
The Gardner School ,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"The Gordian Group, Inc.",Garrison,Matt,"30 Patewood Drive, Bldg 2, Suite 350",Greenville,SC,29615
"The Gordian Group, Inc.",Jones,Michael,"30 Patewood Drive, Bldg 2, Suite 350",Greenville,SC,29615
"The Granite Companies, LLC",Goldman,Robert,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"The Grove, Inc",Bickel,Roger,311 S Wacker Dr,Chicago,IL,60606
The Habitat Company LLC,Friedgut,Elizabeth,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"The Habitat Company, LLC",Friedgut,Elizabeth,203 N. LaSalle Street,Chicago,IL,60601
The Interfaith Housing Development Corporation of Chicago,Piggee,Howard,215 W. Superior Street,Chicago,IL,60654
The Jaffe Companies,Klawiter,Richard,203 N. LaSalle Street,Chicago,IL,60601
The Jaffee Companies,Laube,Michael,200 S. Wacker Dr.  Ste. 3100,Chicago,IL,60606
The Jaffee Companies,Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
The Kachadurian Group,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
The Kachadurian Group,Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
THE KRAFT HEINZ COMPANY,Santiago,Miguel,7414 N. Octavia Avenue,Chicago,IL,60631
The Leonis Group,Teele   ,Terry,212 W. Washington St  #1904,Chicago,IL,60606
The Leonis Group,Teele,Terry,212 W. Washington St,Chicago,IL,60606
The Mallers Building,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
"the marketing store worldwide, L.P.",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
The Mid,Tristan,Homero,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
The Mid,Duarte,Lisa,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
The Onni Group,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
The Onni Group,Guthman,Jack ,111 East Wacker Dr.,Chicago,IL,60601
The Onni Group,Michas,Sylvia,"333 W Wacker Dr., Ste. 1420",Chicago,IL,60606
The Onni Group,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
"The Paradies Shops, Inc.",Ward,Michael,321 N. Clark Street,Chicago,IL,60654
"The Paradies Shops, Inc.",Glass,Jeffrey,350 W. 22nd Street,Lombard,IL,60148
The Peoples Gas Light and Coke Company,Lawlor,John,"233 S. Wacker Dr., Ste. 7800",Chicago,IL,60606
The Peoples Gas Light and Coke Company,Brunsvold,Theodore,500 N. dearborn Street,Chicago,IL,60654
The Peoples Gas Light and Coke Company,Evans,Willard,130 E. Randolph Dr.,Chicago,IL,60601
The Pizzuti Companies,Smith,William,111 W Washington ,Chicago,IL,60602
The Pizzuti Companies,Guthman,Jack ,111 East Wacker Dr.,Chicago,IL,60601
The Pizzuti COmpanies,Smith,William,111 W Washington ,Chicago,IL,60602
The Pizzuti Companies,Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
The Pizzuti Companies,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
The Pizzuti Companies,Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
The Private Bank,Thompson,Kathy,120 S. LaSalle Street,Chicago,IL,60603
The Private Bank,Polsky,Samuel,205 N. Michigan Avenue,Chicago,IL,60601
The Private Bank,Faktor,Deborah,"205 N. Michigan Avenue, 41st Fl",Chicago,IL,60601
The Resurrection Project,Friedland,Steven,"626 W. Jackson Blvd., Ste. 400",Chicago,IL,60661
Thermal Chicago Corp.,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
Thermal Chicago Corp.,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
Thermal Chicago Corp.,Kattner,John,205 Valleyview Place,Minneapolis,MN,55419
Thermal Chicago Corp.,Berman,Myles,321 N Clark Street,Chicago,IL,60654
Thermal Chicago Corporation,Bump,David,22781 Stanford Dr,Frankfort,IL,60423
Thermal Chicago Corporation,George,John,130 E Randolph St,Chicago,IL,60601
Thermal Chicago Corporation,Kattner,John,205 Valleyview Place,Minneapolis,MN,55419
The Salvation Army,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
The Salvation Army,Friedman,Richard,120 N LaSalle St.,Chicago,IL,60602
Theus Property Holding,Shadle,Paul,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Theus Property Holding,Graines,Gregg,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Theus Property Holding,Shadle,Paul,203 N. LaSalle Street,Chicago,IL,60601
"Think Through Learning, Inc.",Kimsey,Anna,412 First St. SE  #100,Washington,DC,20003
"Third Degree Chicago, LLC",Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
"Thomas, John",Kolpak,Paul,"6767 N. Milwaukee Ave., Ste. 202",Niles,IL,60714
Thorek Memorial Hospital,Thompson,Patrick,330 N. Wabash Ave.,Chicago,IL,60611
"Thorntons, Inc.",Georges,Mara,20 S. Clark St.,Chicago,IL,60603
"Three Corners Development, Inc.",DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Tiaa Cref,Olivo,Frank,4140 W. 65th St.,Chicago,IL,60629
TIAA-CREF,Glass,Jeffrey,350 W. 22nd Street,Lombard,IL,60148
TIAA-CREF,Glass,Jeffrey,"350 W. 22nd St., #106",Lombard,IL,60148
"Tipperary, LLC",Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
"Tipperary, LLC",Houlihan,James,"670 N. Clark St., 4th Floor",Chicago,IL,60654
Tishman Realty Corporation,Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Tishman Realty Corporation,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
Tishman Speyer Properties,Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Tishman Speyer Properties,Guthman,Jack ,111 East Wacker Dr.,Chicago,IL,60601
Titan Outdoor LLC,Thompson,Patrick,330 N. Wabash Ave.,Chicago,IL,60611
Titan Outdoor LLC,Houlihan,James,"670 N. Clark St., 4th Floor",Chicago,IL,60654
Titan Outdoor LLC,Goldsmith,Scott,850 Third Ave,New York,NY,10022
Titan Outdoor LLC,Thompson,Patrick,"330 N. Wabash Ave., 22nd Flr",Chicago,IL,60611
Titan Outdoor LLC,Riley,Michael,444 N Wells St,Chicago,IL,60654
Titan Outdoor LLC,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
Titan Outdoor LLC,Riley,Michael,125 S. Wacker Dr,Chicago,IL,60606
Titan Outdoor LLC,Allman,Donald,100 Park Avenue,New York,NY,10017
Titan Outdoor LLC,Thompson,Patrick,"330 N. Wabash Ave., 21st Flr",Chicago,IL,60611
Titan Outdoor LLC,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
Titan Outdoor LLC,Goldsmith,Scott,100 Park Avenue,New York,NY,10017
Titan Outdoor LLC,Allman,Donald,850 Third Ave,New York,NY,10022
TKG & Associates,Knight-Marshall,Charlotte,"440 N. Wabash Ave., Ste. 3909",Chicago,IL,60611
TKG & Associates LLC,Knight-Marshall,Charlotte,"440 N. Wabash Ave., Ste. 3909",Chicago,IL,60611
TLC Management Company,Handler,Stuart,100 North LaSalle Street,Chicago,IL,60602
T & N CHicago,Janes,Nicole,"1 N. Wacker Dr., Ste. 4400",Chicago,IL,60606
Tokyo Inn Company,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"Tomany, Bryan",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Tomaszewski, Inesa",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Tomescu, Titus",Moore,Thomas,111 W Washington,Chicago,IL,60602
TONY LOFRANO,Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
Total Airport Services,Brown,Michael,212 W. Washington,Chicago,IL,60602
Total Outdoor,Kasper,Dennis,444 N Wells St,Chicago,IL,60654
Total Outdoor,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Total Outdoor,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Total Outdoor,KASPER,MICHAEL,222 NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60601
Total Outdoor,Duncan,Kathleen,130 E Randolph St,Chicago,IL,60601
Total Outdoor,George,John,130 E Randolph St,Chicago,IL,60601
Total Outdoor,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
Tower Productions LLC,Starr,Jan,230 W. Monroe  #230,Chicago,IL,60606
Toyoka Inn Co.,Sciaccotta,John,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
"Trader Joe's East, Inc.",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"Trader Joe's East, Inc.",Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
"Trader Joe's East, Inc.",Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
Traffic Control Corporation,Baer,William,8711 Berkley court,Orland Park,IL,60462
Transit Funding Associates LLC,Feldman,Edward,"180 N LaSalle St., Ste. 3600",Chicago,IL,60601
Transit Funding Associates LLC,Shakman,Michael,"180 N LaSalle St., Ste. 3600",Chicago,IL,60601
Treatment Alternatives for Safe Communities (TASC),Griffin,William,30 N. LaSalle St.,Chicago,IL,60602
Treatment Alternatives for Safe Communities (TASC),Griffin,William,"222 Merchandise Mart Plaza, Ste. 275",Chicago,IL,60654
"Tri-Angle Fabrication & Body Co., Inc.",Gonzalez,David,1344 W. 43rd St.,Chicago,IL,60609
"Tri-Angle Fabrication & Body Co., Inc.",Gonzalez,Jose,1344 W. 43rd St.,Chicago,IL,60609
